data,hora_inicio,hora_termino,numero_os,numero_op,qtde_op,cod_parada,parada,cod_operador,cod_produto_maquina,servico_maquina,total_minutos
08/03/2023,16:25:00,17:54:00,108230,19044,48,3,TROCA DE O.S.,172,5714,PRE-TESTE,89
08/03/2023,16:22:00,16:25:00,108161,18986,180,19,REGISTRO DO APONTAMENTO NO SISTEMA,172,5461,TESTE,3
08/03/2023,16:20:00,17:57:00,0,0,0,3,TROCA DE O.S.,180,16,GRAVAÇÃO DE MICROCONTROLADOR,97
08/03/2023,16:20:00,16:35:00,108273,19854,17,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,147,7368,PRODUÇÃO,15
08/03/2023,16:11:00,16:45:00,0,0,0,3,TROCA DE O.S.,220,5,MONITORAMENTO DE PROCESSO INTERNO,34
08/03/2023,16:10:00,16:15:00,108229,19984,60,19,REGISTRO DO APONTAMENTO NO SISTEMA,171,6104,PRE-PRODUCAO,5
08/03/2023,16:10:00,16:20:00,108166,19206,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,147,4196,PRODUÇÃO,10
08/03/2023,16:10:00,16:25:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,199,2,EMBALAGEM,15
08/03/2023,16:03:00,17:25:00,108312,19793,6,3,TROCA DE O.S.,161,6029,PRE-TESTE,82
08/03/2023,16:03:00,17:39:00,108202,19625,80,3,TROCA DE O.S.,133,6905,PRODUÇÃO,96
08/03/2023,16:03:00,16:34:00,108163,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,126,6913,PRODUÇÃO,31
08/03/2023,16:03:00,17:00:00,108162,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,121,6913,PRODUÇÃO,57
08/03/2023,16:03:00,17:10:00,108464,19625,80,3,TROCA DE O.S.,73,6905,PRODUÇÃO,67
08/03/2023,16:00:00,16:04:00,0,0,0,11,FALTA DE ENERGIA,219,3,TEMPO OCIOSO (SEM ATIVIDADE),4
08/03/2023,16:00:00,16:47:00,108556,19606,60,3,TROCA DE O.S.,212,6096,PRE-PRODUCAO,47
08/03/2023,16:00:00,16:09:00,0,0,0,3,TROCA DE O.S.,180,16,GRAVAÇÃO DE MICROCONTROLADOR,9
08/03/2023,16:00:00,16:25:00,0,0,0,3,TROCA DE O.S.,93,6,SERVIÇOS PARA OUTROS SETORES,25
08/03/2023,16:00:00,18:00:00,0,0,0,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,60,6,SERVIÇOS PARA OUTROS SETORES,120
08/03/2023,16:00:00,17:54:00,108271,19795,21,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,215,5773,PRODUÇÃO,114
08/03/2023,16:00:00,16:30:00,108197,19945,50,18,RESOL. DE PROBLEMAS EM O.P. - DEFEITO EXTERNO,204,6735,PRODUÇÃO,30
08/03/2023,16:00:00,16:42:00,0,0,0,18,RESOL. DE PROBLEMAS EM O.P. - DEFEITO EXTERNO,139,0,,42
08/03/2023,15:30:00,15:45:00,0,0,0,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,60,6,SERVIÇOS PARA OUTROS SETORES,15
08/03/2023,15:30:00,15:45:00,17311,4750,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,161,5545,PRE-TESTE,15
08/03/2023,15:00:00,15:45:00,0,0,0,18,RESOL. DE PROBLEMAS EM O.P. - DEFEITO EXTERNO,139,0,,45
08/03/2023,14:54:00,14:56:00,108135,19603,100,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,5477,MECÂNICA,2
08/03/2023,14:53:00,15:02:00,108134,19671,11,19,REGISTRO DO APONTAMENTO NO SISTEMA,106,6029,PRE-TESTE,9
08/03/2023,14:35:00,14:50:00,0,0,0,2,NECESSIDADES OU ASSUNTOS PESSOAIS,133,3,TEMPO OCIOSO (SEM ATIVIDADE),15
08/03/2023,14:30:00,15:45:00,108136,19206,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,155,4196,TESTE,75
08/03/2023,14:20:00,15:00:00,108144,19668,10,3,TROCA DE O.S.,93,6388,SEPARACAO,40
08/03/2023,14:20:00,15:00:00,0,0,0,3,TROCA DE O.S.,202,5,MONITORAMENTO DE PROCESSO INTERNO,40
08/03/2023,14:20:00,15:00:00,0,0,0,3,TROCA DE O.S.,197,5,MONITORAMENTO DE PROCESSO INTERNO,40
08/03/2023,14:05:00,14:10:00,108131,19666,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,93,6036,FINALIZAÇÃO DE PRODUTO,5
08/03/2023,14:05:00,14:12:00,108464,19625,80,2,NECESSIDADES OU ASSUNTOS PESSOAIS,73,6905,PRODUÇÃO,7
08/03/2023,14:00:00,14:10:00,108155,19523,30,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,103,5751,PRODUÇÃO,10
08/03/2023,14:00:00,15:06:00,108152,19531,50,18,RESOL. DE PROBLEMAS EM O.P. - DEFEITO EXTERNO,69,5714,PRE-PRODUCAO,66
08/03/2023,14:00:00,14:30:00,108134,19671,11,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,6029,PRE-TESTE,30
08/03/2023,13:54:00,14:02:00,108556,19606,60,10,REUNIÃO,212,6096,PRE-PRODUCAO,8
08/03/2023,13:52:00,13:58:00,108319,19458,20,21,CONFERÊNCIA DE MATÉRIA PRIMA NA O.P.,195,6792,PRODUÇÃO,6
08/03/2023,13:50:00,14:10:00,108133,19883,20,3,TROCA DE O.S.,215,6459,PRODUÇÃO,20
08/03/2023,13:35:00,13:40:00,0,0,0,10,REUNIÃO,171,12,PARADA PARA REUNIÃO,5
08/03/2023,13:35:00,13:45:00,108118,19044,48,19,REGISTRO DO APONTAMENTO NO SISTEMA,172,5714,PRE-TESTE,10
08/03/2023,13:30:00,14:00:00,0,0,0,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,11,REGISTROS DE RNC DE O.P. ENCERRADA,30
08/03/2023,13:25:00,13:58:00,108147,20040,8,3,TROCA DE O.S.,220,5030,SEPARACAO,33
08/03/2023,13:24:00,13:29:00,108116,19731,5,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,195,4670,PRODUÇÃO,5
08/03/2023,13:20:00,15:00:00,0,0,0,18,RESOL. DE PROBLEMAS EM O.P. - DEFEITO EXTERNO,139,0,,100
08/03/2023,13:16:00,13:36:00,0,0,0,10,REUNIÃO,214,15,TREINAMENTO,20
08/03/2023,13:12:00,13:26:00,0,0,0,2,NECESSIDADES OU ASSUNTOS PESSOAIS,151,0,,14
08/03/2023,13:00:00,13:51:00,108122,19505,20,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,60,3771,PRE-PRODUCAO,51
08/03/2023,13:00:00,13:24:00,108116,19731,5,3,TROCA DE O.S.,195,4670,PRODUÇÃO,24
08/03/2023,13:00:00,13:13:00,108118,19044,48,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,172,5714,PRE-TESTE,13
08/03/2023,13:00:00,14:00:00,108152,19531,50,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,69,5714,PRE-PRODUCAO,60
08/03/2023,13:00:00,14:30:00,108136,19206,20,3,TROCA DE O.S.,155,4196,TESTE,90
08/03/2023,13:00:00,13:20:00,109549,20080,30,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,139,5697,PRODUÇÃO,20
08/03/2023,13:00:00,13:54:00,108556,19606,60,3,TROCA DE O.S.,212,6096,PRE-PRODUCAO,54
08/03/2023,13:00:00,15:15:00,108545,19795,21,3,TROCA DE O.S.,217,5788,PRODUÇÃOTREINAMENTO,135
08/03/2023,13:00:00,13:20:00,0,0,0,3,TROCA DE O.S.,180,17,INSPEÇÃO DE PROCESSO / CONTROLE DE QUALIDADE,20
08/03/2023,13:00:00,13:16:00,0,0,0,3,TROCA DE O.S.,214,15,TREINAMENTO,16
08/03/2023,13:00:00,14:00:00,108314,18932,20,3,TROCA DE O.S.,115,6276,MECÂNICA,60
08/03/2023,13:00:00,13:12:00,108262,19606,60,3,TROCA DE O.S.,151,6096,PRE-PRODUCAO,12
08/03/2023,13:00:00,15:02:00,108269,19606,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,209,6096,PRE-PRODUCAO,122
08/03/2023,13:00:00,13:50:00,108133,19883,20,5,FALTA DE MATÉRIA PRIMA,215,6459,PRODUÇÃO,50
08/03/2023,13:00:00,13:30:00,108134,19671,11,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,6029,PRE-TESTE,30
08/03/2023,13:00:00,15:45:00,108214,19301,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6792,PRE-TESTE,165
08/03/2023,13:00:00,14:35:00,108202,19625,80,3,TROCA DE O.S.,133,6905,PRODUÇÃO,95
08/03/2023,13:00:00,15:45:00,108163,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,126,6913,PRODUÇÃO,165
08/03/2023,13:00:00,13:35:00,108160,19206,20,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,171,4196,PRODUÇÃO,35
08/03/2023,13:00:00,15:45:00,108162,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,121,6913,PRODUÇÃO,165
08/03/2023,13:00:00,14:05:00,108464,19625,80,3,TROCA DE O.S.,73,6905,PRODUÇÃO,65
08/03/2023,11:35:00,12:00:00,108214,19301,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6792,PRE-TESTE,25
08/03/2023,11:35:00,11:42:00,108133,19883,20,3,TROCA DE O.S.,215,6459,PRODUÇÃO,7
08/03/2023,11:33:00,11:40:00,108160,19206,20,19,REGISTRO DO APONTAMENTO NO SISTEMA,171,4196,PRODUÇÃO,7
08/03/2023,11:22:00,11:30:00,108464,19625,80,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,73,6905,PRODUÇÃO,8
08/03/2023,11:20:00,12:00:00,109549,20080,30,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,139,5697,PRODUÇÃO,40
08/03/2023,11:20:00,11:35:00,108133,19883,20,3,TROCA DE O.S.,215,6459,PRODUÇÃO,15
08/03/2023,11:14:00,11:19:00,108130,18048,10,11,FALTA DE ENERGIA,128,522,PRODUÇÃO,5
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,103,0,,6
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,179,3,TEMPO OCIOSO (SEM ATIVIDADE),6
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,216,0,,6
08/03/2023,11:14:00,11:48:00,0,0,0,3,TROCA DE O.S.,197,5,MONITORAMENTO DE PROCESSO INTERNO,34
08/03/2023,11:14:00,11:19:00,0,0,0,11,FALTA DE ENERGIA,219,3,TEMPO OCIOSO (SEM ATIVIDADE),5
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,207,3,TEMPO OCIOSO (SEM ATIVIDADE),6
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,209,0,,6
08/03/2023,11:14:00,11:23:00,0,0,0,11,FALTA DE ENERGIA,171,3,TEMPO OCIOSO (SEM ATIVIDADE),9
08/03/2023,11:14:00,11:18:00,0,0,0,11,FALTA DE ENERGIA,52,0,,4
08/03/2023,11:14:00,11:20:00,108133,19883,20,3,TROCA DE O.S.,215,6459,PRODUÇÃO,6
08/03/2023,11:14:00,11:18:00,108197,19945,50,11,FALTA DE ENERGIA,204,6735,PRODUÇÃO,4
08/03/2023,11:14:00,11:20:00,108093,19538,10,11,FALTA DE ENERGIA,133,5753,PRODUÇÃO,6
08/03/2023,11:14:00,11:19:00,108092,20065,4,11,FALTA DE ENERGIA,69,6828,PRODUÇÃO,5
08/03/2023,11:14:00,11:20:00,108166,19206,20,11,FALTA DE ENERGIA,147,4196,PRODUÇÃO,6
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,139,0,,6
08/03/2023,11:14:00,11:20:00,0,0,0,11,FALTA DE ENERGIA,175,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,6
08/03/2023,11:14:00,11:22:00,0,0,0,11,FALTA DE ENERGIA,73,3,TEMPO OCIOSO (SEM ATIVIDADE),8
08/03/2023,11:13:00,11:20:00,108556,19606,60,11,FALTA DE ENERGIA,212,6096,PRE-PRODUCAO,7
08/03/2023,11:04:00,11:14:00,109549,20080,30,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,139,5697,PRODUÇÃO,10
08/03/2023,11:01:00,11:14:00,108652,19818,30,3,TROCA DE O.S.,219,6921,PRODUÇÃO,13
08/03/2023,10:58:00,11:04:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,139,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,6
08/03/2023,10:55:00,11:01:00,0,0,0,10,REUNIÃO,219,12,PARADA PARA REUNIÃO,6
08/03/2023,10:52:00,10:58:00,107889,20041,8,19,REGISTRO DO APONTAMENTO NO SISTEMA,139,3677,PRODUÇÃO,6
08/03/2023,10:50:00,10:58:00,108075,19625,80,19,REGISTRO DO APONTAMENTO NO SISTEMA,210,6905,PRODUÇÃO,8
08/03/2023,10:46:00,10:52:00,108073,19567,12,19,REGISTRO DO APONTAMENTO NO SISTEMA,200,5771,PRODUÇÃO,6
08/03/2023,10:45:00,11:14:00,108093,19538,10,3,TROCA DE O.S.,133,5753,PRODUÇÃO,29
08/03/2023,10:37:00,11:14:00,108178,19625,80,3,TROCA DE O.S.,175,6905,PRODUÇÃO,37
08/03/2023,10:35:00,11:14:00,108105,19500,122,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,52,4506,PRODUÇÃO,39
08/03/2023,10:33:00,10:37:00,0,0,0,11,FALTA DE ENERGIA,175,25,APONTAMENTO NO GESTOR DE SERVIÇO AVULSO,4
08/03/2023,10:30:00,11:14:00,108264,19606,60,3,TROCA DE O.S.,207,6096,PRE-PRODUCAO,44
08/03/2023,10:30:00,11:14:00,108269,19606,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,209,6096,PRE-PRODUCAO,44
08/03/2023,10:29:00,11:13:00,108556,19606,60,3,TROCA DE O.S.,212,6096,PRE-PRODUCAO,44
08/03/2023,10:29:00,11:14:00,108094,19950,6,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,171,6015,PRE-PRODUCAO,45
08/03/2023,10:28:00,11:14:00,108154,19883,20,3,TROCA DE O.S.,216,6459,PRODUÇÃO,46
08/03/2023,10:28:00,11:14:00,108133,19883,20,11,FALTA DE ENERGIA,215,6459,PRODUÇÃO,46
08/03/2023,10:27:00,11:14:00,108158,19854,17,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,179,7368,PRODUÇÃO,47
08/03/2023,10:27:00,11:14:00,108121,19491,25,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,103,6793,ACABAMENTOS,47
08/03/2023,10:27:00,10:55:00,108652,19818,30,3,TROCA DE O.S.,219,6921,PRODUÇÃO,28
08/03/2023,10:27:00,11:14:00,108197,19945,50,3,TROCA DE O.S.,204,6735,PRODUÇÃO,47
08/03/2023,10:27:00,11:14:00,108092,20065,4,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,69,6828,PRODUÇÃO,47
08/03/2023,10:27:00,11:14:00,108464,19625,80,3,TROCA DE O.S.,73,6905,PRODUÇÃO,47
08/03/2023,10:25:00,10:27:00,108065,18986,180,19,REGISTRO DO APONTAMENTO NO SISTEMA,195,5461,PRODUÇÃO,2
08/03/2023,10:25:00,10:45:00,108202,19625,80,3,TROCA DE O.S.,133,6905,PRODUÇÃO,20
08/03/2023,10:25:00,10:33:00,108178,19625,80,3,TROCA DE O.S.,175,6905,PRODUÇÃO,8
08/03/2023,10:20:00,10:28:00,0,0,0,11,FALTA DE ENERGIA,216,0,,8
08/03/2023,10:20:00,10:27:00,0,0,0,11,FALTA DE ENERGIA,103,0,,7
08/03/2023,10:20:00,10:30:00,108108,19917,50,3,TROCA DE O.S.,150,7006,SEPARACAO,10
08/03/2023,10:20:00,12:00:00,108118,19044,48,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,172,5714,PRE-TESTE,100
08/03/2023,10:20:00,10:27:00,108075,19625,80,11,FALTA DE ENERGIA,210,6905,PRODUÇÃO,7
08/03/2023,10:20:00,10:27:00,0,0,0,11,FALTA DE ENERGIA,219,3,TEMPO OCIOSO (SEM ATIVIDADE),7
08/03/2023,10:20:00,10:29:00,108556,19606,60,11,FALTA DE ENERGIA,212,6096,PRE-PRODUCAO,9
08/03/2023,10:20:00,10:30:00,0,0,0,11,FALTA DE ENERGIA,207,3,TEMPO OCIOSO (SEM ATIVIDADE),10
08/03/2023,10:20:00,10:30:00,0,0,0,11,FALTA DE ENERGIA,209,0,,10
08/03/2023,10:20:00,10:29:00,0,0,0,11,FALTA DE ENERGIA,171,3,TEMPO OCIOSO (SEM ATIVIDADE),9
08/03/2023,10:20:00,10:27:00,0,0,0,11,FALTA DE ENERGIA,52,0,,7
08/03/2023,10:20:00,10:28:00,108133,19883,20,3,TROCA DE O.S.,215,6459,PRODUÇÃO,8
08/03/2023,10:20:00,10:27:00,108197,19945,50,11,FALTA DE ENERGIA,204,6735,PRODUÇÃO,7
08/03/2023,10:20:00,10:27:00,108092,20065,4,11,FALTA DE ENERGIA,69,6828,PRODUÇÃO,7
08/03/2023,10:20:00,10:25:00,0,0,0,11,FALTA DE ENERGIA,133,3,TEMPO OCIOSO (SEM ATIVIDADE),5
08/03/2023,10:20:00,10:27:00,0,0,0,11,FALTA DE ENERGIA,179,3,TEMPO OCIOSO (SEM ATIVIDADE),7
08/03/2023,10:20:00,10:27:00,0,0,0,11,FALTA DE ENERGIA,73,3,TEMPO OCIOSO (SEM ATIVIDADE),7
08/03/2023,10:18:00,11:07:00,0,0,0,3,TROCA DE O.S.,220,5,MONITORAMENTO DE PROCESSO INTERNO,49
08/03/2023,10:18:00,10:20:00,108094,19950,6,19,REGISTRO DO APONTAMENTO NO SISTEMA,171,6015,PRE-PRODUCAO,2
08/03/2023,10:17:00,10:24:00,108135,19603,100,11,FALTA DE ENERGIA,198,5477,MECÂNICA,7
08/03/2023,10:13:00,10:23:00,0,0,0,11,FALTA DE ENERGIA,161,10,INFRAESTRUTURA TECNNIC,10
08/03/2023,10:10:00,10:13:00,108068,19538,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,161,5753,PRE-TESTE,3
08/03/2023,10:10:00,10:30:00,108086,19666,20,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,93,6036,FINALIZAÇÃO DE PRODUTO,20
08/03/2023,10:09:00,11:14:00,108166,19206,20,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,147,4196,PRODUÇÃO,65
08/03/2023,09:59:00,10:17:00,108135,19603,100,3,TROCA DE O.S.,198,5477,MECÂNICA,18
08/03/2023,09:57:00,09:59:00,108059,20032,1,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,7376,MECÂNICA,2
08/03/2023,09:50:00,10:15:00,108108,19917,50,12,ATENDIMENTO AO BALCAO INTERNO - ALMOXARIFADO,150,7006,SEPARACAO,25
08/03/2023,09:48:00,10:20:00,108348,19371,150,3,TROCA DE O.S.,120,6495,TESTE,32
08/03/2023,09:48:00,10:20:00,108133,19883,20,11,FALTA DE ENERGIA,215,6459,PRODUÇÃO,32
08/03/2023,09:48:00,11:35:00,108214,19301,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,183,6792,PRE-TESTE,107
08/03/2023,09:48:00,12:00:00,108134,19671,11,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,106,6029,PRE-TESTE,132
08/03/2023,09:48:00,10:20:00,108202,19625,80,3,TROCA DE O.S.,133,6905,PRODUÇÃO,32
08/03/2023,09:48:00,12:00:00,108163,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,126,6913,PRODUÇÃO,132
08/03/2023,09:48:00,10:20:00,108178,19625,80,3,TROCA DE O.S.,175,6905,PRODUÇÃO,32
08/03/2023,09:48:00,10:20:00,108464,19625,80,3,TROCA DE O.S.,73,6905,PRODUÇÃO,32
08/03/2023,09:45:00,10:20:00,108154,19883,20,3,TROCA DE O.S.,216,6459,PRODUÇÃO,35
08/03/2023,09:45:00,11:14:00,108130,18048,10,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,128,522,PRODUÇÃO,89
08/03/2023,09:45:00,10:03:00,108118,19044,48,3,TROCA DE O.S.,172,5714,PRE-TESTE,18
08/03/2023,09:45:00,10:20:00,108075,19625,80,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,210,6905,PRODUÇÃO,35
08/03/2023,09:45:00,09:57:00,108059,20032,1,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,7376,MECÂNICA,12
08/03/2023,09:45:00,10:20:00,108652,19818,30,3,TROCA DE O.S.,219,6921,PRODUÇÃO,35
08/03/2023,09:45:00,10:20:00,108556,19606,60,3,TROCA DE O.S.,212,6096,PRE-PRODUCAO,35
08/03/2023,09:45:00,09:55:00,0,0,0,3,TROCA DE O.S.,180,16,GRAVAÇÃO DE MICROCONTROLADOR,10
08/03/2023,09:45:00,10:08:00,108354,19795,21,3,TROCA DE O.S.,213,5773,PRODUÇÃO,23
08/03/2023,09:45:00,10:00:00,108347,19795,21,3,TROCA DE O.S.,214,5773,PRODUÇÃO,15
08/03/2023,09:45:00,10:17:00,108248,20011,10,11,FALTA DE ENERGIA,72,6060,MECÂNICA,32
08/03/2023,09:45:00,10:20:00,108264,19606,60,3,TROCA DE O.S.,207,6096,PRE-PRODUCAO,35
08/03/2023,09:45:00,11:14:00,108262,19606,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,151,6096,PRE-PRODUCAO,89
08/03/2023,09:45:00,10:20:00,108092,20065,4,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,69,6828,PRODUÇÃO,35
08/03/2023,09:45:00,10:20:00,108066,19620,5,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,52,4407,PRODUÇÃO,35
08/03/2023,09:45:00,10:34:00,107889,20041,8,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,139,3677,PRODUÇÃO,49
08/03/2023,09:45:00,10:10:00,108086,19666,20,3,TROCA DE O.S.,93,6036,FINALIZAÇÃO DE PRODUTO,25
08/03/2023,09:45:00,10:07:00,108174,20076,10,3,TROCA DE O.S.,197,6068,SEPARACAO,22
08/03/2023,09:35:00,10:29:00,108102,19597,25,3,TROCA DE O.S.,76,5773,SEPARACAO,54
08/03/2023,09:34:00,10:16:00,108140,20082,10,3,TROCA DE O.S.,220,6299,SEPARACAO,42
08/03/2023,09:33:00,09:45:00,0,0,0,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,139,15,TREINAMENTO,12
08/03/2023,09:30:00,10:20:00,108121,19491,25,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,103,6793,ACABAMENTOS,50
08/03/2023,09:30:00,10:05:00,108545,19795,21,3,TROCA DE O.S.,217,5773,PRODUÇÃO,35
08/03/2023,09:30:00,10:20:00,108269,19606,60,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,209,6096,PRE-PRODUCAO,50
08/03/2023,09:30:00,10:20:00,108197,19945,50,3,TROCA DE O.S.,204,6735,PRODUÇÃO,50
08/03/2023,09:30:00,10:20:00,108158,19854,17,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,179,7368,PRODUÇÃO,50
08/03/2023,09:30:00,12:00:00,108162,19075,400,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,121,6913,PRODUÇÃO,150
08/03/2023,09:27:00,09:30:00,108054,19399,50,19,REGISTRO DO APONTAMENTO NO SISTEMA,122,7034,PRODUÇÃO,3
08/03/2023,09:00:00,09:10:00,108464,19625,80,2,NECESSIDADES OU ASSUNTOS PESSOAIS,73,6905,PRODUÇÃO,10
08/03/2023,08:59:00,09:10:00,108071,19377,15,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,200,5920,PRODUÇÃO,11
08/03/2023,08:50:00,09:00:00,108050,18692,40,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,120,4723,TESTE,10
08/03/2023,08:45:00,08:48:00,108057,20008,8,19,REGISTRO DO APONTAMENTO NO SISTEMA,198,7377,MECÂNICA,3
08/03/2023,08:37:00,08:39:00,108038,19598,25,19,REGISTRO DO APONTAMENTO NO SISTEMA,195,5707,PRE-PRODUCAO,2
08/03/2023,08:35:00,09:00:00,108055,19666,20,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,93,6036,FINALIZAÇÃO DE PRODUTO,25
08/03/2023,08:32:00,08:55:00,0,0,0,3,TROCA DE O.S.,217,3,TEMPO OCIOSO (SEM ATIVIDADE),23
08/03/2023,08:25:00,08:50:00,108043,19500,122,14,RESOL. DE PROBLEMAS EM O.P. - DEFEITO INTERNO,52,4506,PRODUÇÃO,25
08/03/2023,08:24:00,08:51:00,0,0,0,3,TROCA DE O.S.,220,5,MONITORAMENTO DE PROCESSO INTERNO,27
08/03/2023,08:24:00,08:51:00,0,0,0,3,TROCA DE O.S.,197,5,MONITORAMENTO DE PROCESSO INTERNO,27
08/03/2023,08:20:00,08:45:00,108108,19917,50,3,TROCA DE O.S.,150,7006,SEPARACAO,25
08/03/2023,08:20:00,09:10:00,0,0,0,15,PROCESSO PRODUÇÃO ESPECÍFICO - NÃO CALCULA PRODUTI,139,15,TREINAMENTO,50
08/03/2023,08:16:00,08:19:00,108034,20113,12,17,AGUARDANDO PROCESSO DE INSPEÇÃO DA QUALIDADE,215,7172,PRODUÇÃO,3
08/03/2023,08:04:00,09:20:23,0,0,0,3,TROCA DE O.S.,180,17,INSPEÇÃO DE PROCESSO / CONTROLE DE QUALIDADE,76
08/03/2023,08:00:00,08:09:00,108130,18048,10,19,REGISTRO DO APONTAMENTO NO SISTEMA,128,522,PRODUÇÃO,9
08/03/2023,08:00:00,08:23:00,0,0,0,3,TROCA DE O.S.,220,5,MONITORAMENTO DE PROCESSO INTERNO,23
08/03/2023,08:00:00,08:35:00,108055,19666,20,3,TROCA DE O.S.,93,6036,FINALIZAÇÃO DE PRODUTO,35
08/03/2023,08:00:00,08:16:00,108034,20113,12,3,TROCA DE O.S.,215,7172,PRODUÇÃO,16
08/03/2023,08:00:00,08:50:00,108348,19371,150,3,TROCA DE O.S.,120,6495,TESTE,50
08/03/2023,08:00:00,08:15:00,108273,19854,17,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,147,7368,PRODUÇÃO,15
08/03/2023,08:00:00,08:04:00,0,0,0,19,REGISTRO DO APONTAMENTO NO SISTEMA,180,14,ORGANIZACAO E LIMPEZA,4
08/03/2023,08:00:00,08:23:00,0,0,0,3,TROCA DE O.S.,197,5,MONITORAMENTO DE PROCESSO INTERNO,23
08/03/2023,08:00:00,08:15:00,108094,19950,6,6,PROCESSO ANTERIOR NÃO CONCLUÍDO,171,6015,PRE-PRODUCAO,15
08/03/2023,08:00:00,08:20:00,107889,20041,8,3,TROCA DE O.S.,139,3677,PRODUÇÃO,20
08/03/2023,08:00:00,08:15:00,108036,20113,12,3,TROCA DE O.S.,214,7172,PRODUÇÃO,15
